id,title,link,keywords,abstract,authors,affiliations,original_filename,original_id
P040,The Governability of Strategy: Residual-Claim Ambiguity and Strategy Selection Under Shareholder-Centric Governance,https://www.dropbox.com/scl/fi/ojr0w7d85fc2yz417tllk/R_6jPKKMgZjecY2pr_The-Governability-of-Strategy_-Residual-Claim-Ambiguity-and-Strategy-Selection-Under-Shareholder-Centric-Governance.pdf?rlkey=sjyv8oy4yy1fn6ddfo2cgh3ox&dl=0,"Resource-based theory, agency theory, value creation and capture, stakeholder governance, corporate governance","Agency theory has long shaped strategic management by offering a logic for governing managerial discretion through shareholder-centric governance, which privileges shareholders as primary residual claimants and reduces goal conflict. Yet economic profits often depend on stakeholder-controlled resources whose marginal contributions cannot be fully specified or enforced ex ante. When such incompletely contractible inputs are essential to value creation, residual claims extend beyond shareholders, challenging the conditions under which shareholder-centric governance is efficient. This paper develops a theory of how governance shapes strategy selection in these multi-claimant settings by introducing residual-claim ambiguity: uncertainty over how economic profits should be allocated ex post among multiple contributors who bear residual risk. Residual-claim ambiguity expands managerial discretion over profit allocation and, under shareholder-centric governance, weakens the credibility of commitments to nonshareholder contributors. Anticipating unfavorable allocation, stakeholders respond strategically—through influence activities, bargaining frictions, effort shading, and reduced firm-specific investment—generating efficiency losses. These distributional agency costs are distinct from managerial agency costs, transaction costs, and bargaining costs because they arise from discretionary profit allocation under contested residual claims. This paper argues that distributional agency costs vary systematically across profit-generation mechanisms: novelty and unique complementarities heighten ambiguity because they rely on discretionary, hard-to-measure contributions, whereas scale relies more on standardized, contractible inputs that clarify expected returns. Consequently, shareholder-centric governance creates selection pressure toward scale-based profit generation and away from novelty and complementarities, even when the latter offer greater value-creation potential, reframing governance as a determinant of which value-creation pathways are sustainable.",Adam P Clark,Chapman University,R_6jPKKMgZjecY2pr_The Governability of Strategy_ Residual-Claim Ambiguity and Strategy Selection Under Shareholder-Centric Governance.pdf,R_6jPKKMgZjecY2pr
P041,"Mergers and Acquisitions (M&A), Inventor Turnover, and Network Properties",https://www.dropbox.com/scl/fi/fejbm1sba8ro7tnouxlw7/R_6s7znQGHgkmG1nK_Mergers-and-Acquisitions-M-26A-2C-Inventor-Turnover-2C-and-Network-Properties.pdf?rlkey=rx4nvhz0jp7g5epddwqic1qx8&dl=0,"Collaboration / Coordination for Innovation, Social Networks, Mergers and Acquisitions","The acquisition of high-technology acquisitions often triggers significant inventor turnover, jeopardizing the knowledge assets acquirers seek to obtain. Yet, our knowledge of the conditions that accelerate or ameliorate inventor turnover is limited. In this study, we examine how the target inventors’ pre-acquisition productivity and network position shape their post-acquisition mobility decisions. Using data from 139 U.S. technology acquisitions, we find that highly productive inventors and those occupying brokerage positions are less likely to leave. Furthermore, community density, the cohesiveness of a broker’s collaborative community, strengthens this retention effect. We also argue and show that inventor productivity mediates the relationship between brokerage and departure. Our findings advance understanding of post-acquisition human capital retention by specifying individual-level predictors and the mechanisms linking social structure to inventor mobility.","Siddhartha Vivekanand Komati, Deepak Jena, Kannan Srikanth, Rajat Khanna",Cornell University; Indian School of Business; Ohio State University; Tulane University,R_6s7znQGHgkmG1nK_Mergers and Acquisitions (M%26A)%2C Inventor Turnover%2C and Network Properties.pdf,R_6s7znQGHgkmG1nK
P042,"How to Solve Quiet Quitting: Social Media Narratives, Worker Stereotypes, and Managerial Control",https://www.dropbox.com/scl/fi/mkoai3938jw9c1o33z6mz/R_6w1PkZGHQwzxinf_Media-Narratives-and-Managerial-Control-Strategies_SSConference.pdf?rlkey=4i6g2nh8uot182tr3mebsauah&dl=0,"managerial control, management practices, social media, digital platforms, worker stereotypes","Managerial control practices evolve as elite actors—CEOs, business schools, and consulting firms—legitimate new approaches. Yet, platformized journalism increasingly elevates social media narratives—press coverage of viral online content produced by unknown creators seeking to monetize attention. Can such narratives shape managerial cognition, or do managers dismiss them as low-quality inputs to evidence-based decision-making? We examine ‘quiet quitting,’ a news story based on viral TikTok content that received unusually widespread business press coverage in 2022–2023 and framed Gen Z employees as leading a historic rise in counterproductive work behaviors. Our qualitative analysis of news articles (N=170) shows that journalists themselves raised concerns about the narrative’s accuracy, external validity, and newsworthiness, even as the story circulated. Across a series of survey experiments (N=3,167), we find that managers exposed to the dubious quiet quitting narrative did not increase selection of empathetic normative control practices (e.g. town halls, employee surveys). Instead, they significantly increased selection of rational (e.g. pay-for-performance incentives) and coercive control practices (e.g. returning workers to the office, digital surveillance). The narrative activated worker stereotypes about opportunism, and this mechanism persisted even when we provided critical commentary or company-specific indicators of strong work engagement. The findings advance the literature on managerial control by identifying social media narratives as a novel factor that can shape managerial cognition. The study more generally illustrates emerging challenges to collective sensemaking posed by the rising centrality of digital platforms in civic life.","Leroy Gonsalves, Charles Chu",Boston University,R_6w1PkZGHQwzxinf_Media Narratives and Managerial Control Strategies_SSConference.pdf,R_6w1PkZGHQwzxinf
P043,Limits to the Value of Entrepreneurial Experimentation? Startup Scaling Under Varying Demand Conditions,https://www.dropbox.com/scl/fi/72pvplsvh7hvrb4wdtjha/R_78eqX0jMOwDIvTP_Limits-to-the-Value-of-Entrepreneurial-Experimentation-3F-Startup-Scaling-Under-Varying-Demand-Conditions.pdf?rlkey=cxl127j1x1ma2hnajj7camg5u&dl=0,"Experimentation, scaling, scalability, demand conditions, demonetization, digital platform","The benefits of experimentation for firm success and scaling are widely studied in prior research, yet its role under varying demand conditions remains underexplored. This paper examines whether startups change how much they experiment when facing greater demand-side opportunities and how experimentation in turn affects the scaling of these startups. We theorize that demand-side opportunities increase the opportunity costs of experimentation and that strategic commitments inherent in experimentation constrain scaling under favorable demand conditions. Leveraging the 2016 Indian demonetization as a quasi-experiment, we find that experimentation decreased among Indian software startups experiencing stronger demand and startups with greater (recent) experimentation scaled less under these conditions. Additional tests provide evidence consistent with the proposed theory. These findings contribute to the literatures on startup experimentation and scaling.","Jingya You, Deepak Somaya",University of Wisconsin-Madison; University of Illinois Urbana-Champaign,R_78eqX0jMOwDIvTP_Limits to the Value of Entrepreneurial Experimentation%3F Startup Scaling Under Varying Demand Conditions.pdf,R_78eqX0jMOwDIvTP
P044,"Who Counts and Who Decides? Firms, Problems, and Stakeholder Theory",https://www.dropbox.com/scl/fi/9izh85x4uca4lnrj6xtpr/R_7DDdzEPdZIvHf3f_Who-Counts-and-Who-Decides-Firms-2C-Problems-2C-and-Stakeholder-Theory.pdf?rlkey=wumejqfx83y9do87y1el24gcy&dl=0,"Stakeholder Identification, Stakeholder Management, Stakeholder Theory","Scholars and practitioners have a uniform view that stakeholder identification is crucial for the survival of organizations. This view predominantly assumes that the firm is the central organizing unit and that managers identify which stakeholders are important primarily based on power or salience. If this assumption holds, then stakeholders who possess less power or salience are likely to be deemed unimportant and consequently overlooked by organizations. In this study, we argue that the nature of the problem is a critical but missing element in existing explanations of stakeholder identification. We replace the firm as the unit of analysis and instead position the problem as the central organizing basis for stakeholder identification. We present a typology of mutuality problems: simple, complex, and wicked. By emphasizing the nature of the problem, our approach enables a more nuanced and dynamic understanding of stakeholder identification, moving beyond rigid categorizations such as powerful versus weak stakeholders. By developing theory at the problem level, we show how organizations can more accurately identify the stakeholders most essential to their long-term survival.","Prem Sagar Menghwar, Ed Freeman","Darden School of Business, University of Virginia",R_7DDdzEPdZIvHf3f_Who Counts and Who Decides Firms%2C Problems%2C and Stakeholder Theory.pdf,R_7DDdzEPdZIvHf3f
P045,Other People’s Children: How Diversity Without Inclusion Impacts Community Support for Public Schools,https://www.dropbox.com/scl/fi/m95dfdffz193xn3kyqnjz/R_7Ep50Lk2u7AjJW6_Other_People-s_Children_How_Diversity_Without_Inclusion_Impacts_Community_Support_for-Public_Schools.pdf?rlkey=pw6qvzcmfssaqljma3v1xf4p2&dl=0,"Nonmarket & Political Environment, Public Management, Diversity in Organizations, Organization Design","Organizations pursuing activities that advance the public interest often require support from their local communities, but such support may be harder to come by in more racially diverse communities if diversity undermines civic participation. In this study, we argue that this negative effect of racial diversity on support for organizations serving the public interest will be weaker the more inclusive the community, especially where community inclusion is accompanied by shared values among members of different groups and where the organizations themselves are racially representative. We test and find support for these predictions by looking at one specific type of public-service organization: public schools in the
United States. Specifically, we find that community support for public schools—both generally in terms of local spending per pupil and specifically as the bond amounts residents vote to approve—is negatively associated with racial diversity within a school district, but this negative relation only holds for less inclusive communities where members of different groups are less likely to live close to each other or to have social ties with each other. We further find that this moderating effect of community inclusion is complemented by shared values and organizational representativeness, so that diversity has the most negative effect in less inclusive communities where members of different races differ in their political beliefs and schools are relatively segregated, and no significant effect in inclusive communities with shared values and integrated schools. Our study sheds new light on the conditions under which organizations seeking to address grand challenges can benefit from strong community support.","Farzam Boroomand, Aseem Kaul",University of South Carolina; University of Minnesota,R_7Ep50Lk2u7AjJW6_Other_People’s_Children_How_Diversity_Without_Inclusion_Impacts_Community_Support_for Public_Schools.pdf,R_7Ep50Lk2u7AjJW6
P046,Learning About Roads Not Taken,https://www.dropbox.com/scl/fi/s9q7o9uue4ga6qc54748w/R_7MSPZq3RUY4TJ83_Learning-About-Roads-Not-Taken.pdf?rlkey=rmzq8mrl9hmd5ptkxmve429j8&dl=0,Organizational learning; search; generalization; computational model; pharmaceutical innovation,"Organizational experience is often scarce, making the ability to enrich it through generalization a central feature of learning. However, the consequences of learning in this way remain poorly understood. How does generalization shape the balance between omission and commission errors, and which organizations rely on it more? We develop a computational model that shows how generalization makes learning more efficient by spreading feedback across related alternatives, but this efficiency comes at the cost of increased omission errors. The model further predicts that the optimal degree of generalization depends on the nature of the firm's prior experience. We test these predictions using data on clinical trial failures. Consistent with the model, pharmaceutical firms reduce investment in biologically related drug targets, with the most significant declines occurring for proximate high-merit targets. The effects are larger for firms with more limited or concentrated experience, suggesting that generalization is an imperfect yet useful substitute for direct knowledge. These findings highlight both the promise and the pitfalls of generalization in settings where experience is limited.","Daniel Schliesmann, Matteo Tranchero","The Wharton School, University of Pennsylvania",R_7MSPZq3RUY4TJ83_Learning About Roads Not Taken.pdf,R_7MSPZq3RUY4TJ83
P047,"Social Exposure, Innovator-Consumer Homophily, and Inequality: Evidence from College Peers",https://www.dropbox.com/scl/fi/j75mj7shfo3s311slwk28/R_7QEqe4EfrpeTd2T_Social-Exposure-2C-Innovator-Consumer-Homophily-2C-and-Inequality-3B-Evidence-from-College-Peers.pdf?rlkey=miuqewpqsed7tzc4o3fva3k70&dl=0,"Entrepreneurship, peer effects, homophily","We investigate the importance of social networks for the direction of entrepreneurship and innovation. Using quasi-experimental variation in the gender and socioeconomic composition among college peers in Finland, we show that exposure to lower-income peers increases the likelihood that an entrepreneur founds a firm in a necessities industry without affecting entrepreneurial income. Likewise, increased exposure to female peers increases entrepreneurial activities targeting female consumers. These effects are largest among groups over-represented in innovation: men and individuals from high-income backgrounds. We assess the macro implications of this heterogeneity in an endogenous growth model and find that differences in college peer composition explain around a quarter of the observed inventor–consumer homophily by gender, inducing a significant cost-of-living disadvantage for women. These findings show that innovators’ social experiences have a causal impact on the direction of innovation, independent of financial incentives.","Josh Feng, Elias Einio, Xavier Jaravel",University of Utah - David Eccles School of Business; VATT; London School of Economics,R_7QEqe4EfrpeTd2T_Social Exposure%2C Innovator-Consumer Homophily%2C and Inequality%3B Evidence from College Peers.pdf,R_7QEqe4EfrpeTd2T
P048,How Unique Is Enough? Startups’ Market Positioning Relative to Peers and Funding Outcomes in Accelerators,https://www.dropbox.com/scl/fi/z2pp7j4vzc1xoqdy8jl70/R_7WPoy3T8G30uwsp_acc_how-unique_Jan-15-2026ss.pdf?rlkey=ftukcqda31r6guy2vyd49h51z&dl=0,"market position, entrepreneurship, accelerator, funding","Startups in accelerators are evaluated in direct comparison with cohort peers, yet we know little about how a venture’s relative market position within its cohort is associated with funding outcomes. Prior research offers competing predictions: optimal distinctiveness theory highlights a trade-off between competitive advantage and legitimacy, while entrepreneurial learning emphasizes the benefits of similarity for knowledge acquisition.  Using data on 3,205 U.S. startups in 189 cohorts across 26 accelerator programs (2005–2018), along with a matched sample of comparable non-accelerated startups, we measure a venture’s cohort market position as its industry similarity to cohort peers. We find an inverted U-shaped relationship between industry similarity and overall funding within two years post-graduation: ventures with moderate distinctiveness raise the most overall capital. In contrast, funding from high-reputation VCs increases with distinctiveness, favoring highly unique market positions. These results reconceptualize cohort effects as relative distinctiveness within the cohort and highlight the critical role of investor attributes—particularly reputation—in shaping funding outcomes.",JungYun Han,National Taiwan University,R_7WPoy3T8G30uwsp_acc_how unique_Jan 15  2026ss.pdf,R_7WPoy3T8G30uwsp
P049,Lobbying the Court,https://www.dropbox.com/scl/fi/sauade9qo7wb4pa41q4he/R_7gU6YC7DQjB1Cr8_lobbyingthecourt.pdf?rlkey=etv81jtxyk6yxdecrgt8pdean&dl=0,"corporate political activity, lobbying, courts, patents, dataset","A substantial body of strategic management research examines lobbying as a key corporate political activity, yet it primarily focuses on firms lobbying the legislative and executive branches of government. By contrast, lobbying directed at the judiciary—the third branch—remains largely overlooked, despite courts’ critical role in shaping competitive landscapes and firms’ frequent efforts to influence judicial decisions for favorable policy outcomes. In this dataset article, we shift attention to courts as policymakers for firms, outline how firms lobby courts, and introduce a novel dataset capturing lobbying activities targeting the U.S. Supreme Court in the context of patent law. By advancing understanding of court lobbying and providing new data, we aim to stimulate future research on this consequential but understudied form of corporate political activity.","Jiao Luo, Elie Sung, Yasir Dewan",U of Minnesota; HEC Paris,R_7gU6YC7DQjB1Cr8_lobbyingthecourt.pdf,R_7gU6YC7DQjB1Cr8
P050,Data Privacy Regulation and Innovation,https://www.dropbox.com/scl/fi/pchbl4rwgnvac8zi7ejp0/R_7thfcuz5hY6y3m5_Data-Privacy-Regulation-and-Innovation.pdf?rlkey=hqeo4g7sejwu0v995fvtvb51x&dl=0,Innovation; Privacy; Regulation; Collaboration; Experimentation,"We investigate how data privacy regulations shape firms’ research and development
decisions. While such regulations aim to increase stakeholder privacy and data security,
they can also introduce compliance costs in settings where collecting, analyzing,
and sharing sensitive data is central to innovation. We examine this tension in the
context of the European Union’s General Data Protection Regulation (GDPR) and
the pharmaceutical industry. Using detailed clinical trial data and firm-level variation
in exposure to the GDPR, we find that GDPR reduces clinical trials by 18 percent,
and declines persist even after accounting for shifts in disease composition. GDPR also
shifts research processes: firms conduct trials across fewer sites and countries. Research
collaborations decline overall, particularly among young firms, and shift away from new
partners towards established relationships. Finally, the GDPR shifts innovation outcomes:
trials take longer to complete, are less likely to complete successfully, and results
are reported with a greater delay. These findings reveal how data privacy regulations
shape not only the rate of innovation, but also the process by which it is pursued and
its outcomes.","Sukhun Kang, Jennifer Kao",UCSB; UCLA,R_7thfcuz5hY6y3m5_Data Privacy Regulation and Innovation.pdf,R_7thfcuz5hY6y3m5
P051,The Limits of Carbon Reporting,https://www.dropbox.com/scl/fi/nz1a7gkpdh7qt8e4y9712/R_80GwNdmLtZWHVDT_SS_The-Limits-of-Carbon-Reporting.pdf?rlkey=czgwutwzcyjzr530bvh2msd77&dl=0,"Carbonwashing, Satisficing, Organizational identification, Sustainability-specific sensegiving, CEO duality","This study advances a behavioral perspective of carbonwashing by conceptualizing it as a satisficing carbon reporting strategy shaped by CEO duality. We argue that CEO duality intensifies organizational identification, creating strong impetus for dual CEOs to demonstrate commitment to sustainability norms and secure legitimacy while avoiding the economic and operational costs associated with full transparency. We further theorize that sustainability-specific sensegiving mechanisms, including sustainability-linked compensation and committee, reorient dual CEOs' identification toward substantive environmental action over symbolic reporting, thereby attenuating carbonwashing. Using a sample of 3,218 firm-year observations across 644 firms in 31 countries while addressing endogeneity concerns, we find that CEO duality amplifies carbonwashing, but this effect is significantly attenuated by sustainability-linked bonus and sustainability committee.","Ramakrishna Devarakonda, Maria Roszkowska-Menkes",Tilburg University; Université catholique de Louvain,R_80GwNdmLtZWHVDT_SS_The Limits of Carbon Reporting.pdf,R_80GwNdmLtZWHVDT
P052,Using Machine Learning to Estimate the Effect of General Partners on Venture Capital Performance,https://www.dropbox.com/scl/fi/q131cqxmx9zepmdgigud4/R_85LpESGOtnHwNrZ_Using-Machine-Learning-to-Estimate-the-Effect-of-General-Partners-on-Venture-Capital-Performance.pdf?rlkey=63d7d5fengwjpdz0m7juj5hmt&dl=0,Venture capital; General partners; Machine learning; Performance persistence,"Despite extensive research on performance persistence in the venture capital (VC) industry, evidence supporting the common assumption that general partners drive such persistence is limited. In this paper, we employ machine learning methods to quantify the effect (if any) of general partners (GPs) on performance persistence across multiple VC funds. Analyzing 29,021 quarterly observations from 722 funds managed by 811 general partners between 1997 and 2022, we document statistically significant, albeit modest, effects of GPs on performance persistence. These magnitudes are substantially smaller than those found in the literature, highlighting the limited external validity of traditional methods. We also find that GP effects consistently exceed VC firm effects, suggesting that individual-level analyses provide greater insights than firm-level ones. Broadly, our results suggest that most of the variation in VC performance is not attributable to the organizational characteristics of VC firms and can be only partially explained by the individuals managing them.","Pietro Morino, Corrado Botta, Mario Daniele Amore",Bocconi University,R_85LpESGOtnHwNrZ_Using Machine Learning to Estimate the Effect of General Partners on Venture Capital Performance.pdf,R_85LpESGOtnHwNrZ
P053,DOES IMITATION HELP OR HARM PERFORMANCE? BOUNDARY CONDITIONS AND LONGITUDINAL EVIDENCE FROM S&P 500 FIRMS,https://www.dropbox.com/scl/fi/2q9tgjhjoo8z7tl3d38ru/R_8OBpBSkR53iKKFu_Manuscript_Imitation.pdf?rlkey=o0pho6womtcwmh0mjqq1qpr8o&dl=0,: Imitation; innovation; firm performance; topic modelling; S&P500,"Strategy research is divided on whether imitation erodes or builds competitive advantage, with contradictory theoretical assumptions and sparse empirical evidence. We address this impasse using text-based measures that capture latent information on imitation as strategic convergence around innovation topics. Analyzing nearly ten thousand annual reports from S&P500 firms across fifteen years, we provide novel large-scale empirical evidence reconciling static and dynamic imitation theories. Imitation benefits shareholder returns and short-term operational performance via capability building but erodes long-term profitability. Critically, we establish boundary conditions: sectoral uncertainty enables learning and amplifies imitation benefits, whereas global uncertainty creates strategic paralysis. Firm strength shows minimal moderation, rendering imitation as a democratic strategy. Our findings integrate temporal, environmental, and organizational contingencies governing when imitation builds versus erodes competitive advantage.","Erik Lang, William Ericson, Ivan Belik",Norwegian School of Economics; Stockholm School of Economics,R_8OBpBSkR53iKKFu_Manuscript_Imitation.pdf,R_8OBpBSkR53iKKFu
P054,Competitiveness Framing and VC Investment,https://www.dropbox.com/scl/fi/93g6f1oipm6250edl1r3i/R_8PHWjldhDhy5Us4_Competitiveness-Framing-and-VC-Investment.pdf?rlkey=xcbqxbqrjw6reh0dj05pcoc81&dl=0,"venture capital, entrepreneurial framing, female founders, expectancy violation theory","Ventures led by female founders encounter disadvantages in securing venture capital (VC) financing. We argue that female founders can mitigate this gap by adopting competitiveness framing—language that highlights a competitive position and orientation. Although this framing violates traditional gender expectations, we draw on expectancy violation theory to theorize that it signals desirable competence and will be perceived positively by VCs. Based on a sample of 1,579 U.S. IT ventures, we find that the gender gap in investment diminishes when female founders use a higher level of competitiveness framing. Furthermore, this effect is amplified when VCs have prior investment ties with the venture, underscoring the joint importance of counter-stereotypical framing and venture-VC familiarity in entrepreneurial finance.","Yajing Li, Xiumei Li, Donal Crilly",lehigh university; University of Manitoba; London Business School,R_8PHWjldhDhy5Us4_Competitiveness Framing and VC Investment.pdf,R_8PHWjldhDhy5Us4
P055,Shaping interfirm relationships in intermediary markets: Evidence from a field experiment,https://www.dropbox.com/scl/fi/2z7yiyfwiwcxsynvnufkx/R_8QDMYay1ekwOnBz_Shaping-interfirm-relationships-in-intermediary-markets-Evidence-from-a-field-experiment.pdf?rlkey=zxem8m5v7t2yn7vaiwx0yveg5&dl=0,"field experiment, interfirm relations, relational assets, intermediary markets","Prior work highlights the value of relation-specific assets and knowledge-sharing routines
in interfirm relationships, but little is known about how short-term interventions
can build these resources. We propose that temporary transactional benefits encourage
engagement, leading to accumulated firm-specific knowledge and relational assets. In
a field experiment with a travel company that distributes products via intermediaries,
253 of 757 independent agencies were randomly granted access to a service hotline, lowering
transaction costs for frontline agents and facilitating knowledge transfer about
the firm’s products and processes. Sales increase in response to the intervention, in
particular among agencies with weaker prior ties, showing such initiatives help cultivate
new relationships. The treatment effects persist beyond the period of the intervention
and extend to non-targeted products, indicating durable relational resources.","Max Thon, Oliver Gürtler, Matthias Heinz, Kai Schäfer, Dirk Sliwka",University of Zurich; University of Cologne,R_8QDMYay1ekwOnBz_Shaping interfirm relationships in intermediary markets Evidence from a field experiment.pdf,R_8QDMYay1ekwOnBz
P056,When Timing Matters for Bureaucratic Responsiveness: Evidence from a Regression Discontinuity in Time,https://www.dropbox.com/scl/fi/7aw7lw5f3m5yhi5ae6arw/R_8myJDM1aDS5MfRb_When-Timing-Matters-for-Bureaucratic-Responsiveness-Evidence-from-a-Regression-Discontinuity-in-Time.pdf?rlkey=pee9wt1y9disbmiggbnph2l4u&dl=0,environmental governance; public complaints; bureaucratic incentives; threshold performance evaluation; regression discontinuity in time.,"We exploit a regression discontinuity in time (RDiT) design that leverages sharp breaks in regulatory behavior induced by calendar-based performance benchmarks, using high-frequency administrative records from a large set of local jurisdictions. This design isolates changes in complaint responsiveness at moments when enforcement effort discontinuously gains or loses evaluative relevance, allowing us to trace how authorities adjust their behavior around these temporal cutoffs. The observed patterns are consistent with a broader theoretical logic in which bureaucratic incentives are shaped by benchmark-based evaluation systems: enforcement effort is most valuable when it can still affect an impending assessment, loses salience once success has been secured, and can regain meaning when failure becomes unavoidable but remains subject to interpretation. Together, this approach shows that variation in responsiveness to public complaints reflects temporal incentive shifts embedded in evaluation regimes rather than stable differences in regulatory capacity or citizen pressure.","Zhiyan Wu, Huibin Du, Panni Li, Zhongguo Lin",Zhejiang University; Tianjin University; Xi’an Jiaotong University,R_8myJDM1aDS5MfRb_When Timing Matters for Bureaucratic Responsiveness Evidence from a Regression Discontinuity in Time.pdf,R_8myJDM1aDS5MfRb
P057,If you had only one shot: Scale and herding in innovation experiments,https://www.dropbox.com/scl/fi/1vm6zpqkia75lpfbj2kig/R_8qEXr84NNCcjNmp_If_you_had_one_shot.pdf?rlkey=cn0upa0y5ktv4asihfmsl5es7&dl=0,Direction of Innovation; Experimentation; Diversity of Technological Approaches,"Solving complex technological problems often requires testing a diverse set of approaches. While conventional wisdom holds that more independent experimenters lead to greater diversity of approaches and higher chances of success, we argue this is not always the case. We develop a simple model demonstrating that, for a given number of experiments, markets dominated by a few multi-experimenters explore more diverse approaches than those with many single-shot experimenters. Single-shot experimenters tend to converge on the most promising approach, while multi-experimenters are more likely to diversify to avoid the correlation inherent in pursuing multiple experiments within the same approach. We test these predictions using data from pharmaceutical R&D. A unit increase in the average experimenter scale is associated with a 0.76 standard deviation increase in the diversity of targets deployed in a therapeutic class–year. Importantly, an increase of one standard deviation in target-diversity is associated with a 26.8 percentage point increase in the probability that a market has at least one launch, but a 3.9 percentage point decrease in the share of
projects that succeed in pre-clinical development. Our findings point to the optimal allocation of experiments across firms in a market to maximize market-level success, and the importance of distinguishing individual from market outcomes.","William Miles, Ashish Arora, Sharique Hasan",Duke University,R_8qEXr84NNCcjNmp_If_you_had_one_shot.pdf,R_8qEXr84NNCcjNmp
P058,Does CEO Political Ideology Shape Advertising Spend Allocation? The Moderating Roles of Executive Characteristics and Firm Performance,https://www.dropbox.com/scl/fi/dy3tz3g6sfjyasl4n665o/R_91YlKuPG1inHaU4_Does-CEO-Political-Ideology-Shape-Advertising-Spend-Allocation-The-Moderating-Roles-of-Executive-Characteristics-and-Firm-Performance.pdf?rlkey=q24n5pn7qsrnglx7o8su20ocd&dl=0,CEO Political Ideology; Upper Echelons Theory; Behavioral Strategy; Strategic Resource Allocation; Managerial Values; Executive Discretion,"CEO political ideology shapes several strategic outcomes. However, prior work has not examined its impact on advertising decisions. The authors examine a critical decision: advertising spend allocation across media. Specifically, the focal research question is how CEO political ideology shapes the allocation of advertising budgets across newspapers. The authors address this question by studying the political ideology of 580 CEOs of Fortune 500 firms and examining patterns in advertising allocation. Results indicate that CEOs disproportionately allocate advertising spending to newspapers with a similar political orientation (as their own). They also examine whether this effect is moderated by executive characteristics, such as gender and age, as well as organizational factors, including firm performance and the intensity of competitive actions. The findings reveal that younger CEOs and female CEOs exhibit stronger adherence to values. In addition, CEOs’ political ideology has a stronger impact on advertising imbalance when firms are performing well. These findings highlight the role of the CEO’s political values in shaping a core marketing decision.","Aryamen Singh, Anand Ramaswamy Vijayasankaran, Rajita Varma, Raghuram Bommaraju",Indian school of business; Binghamton University   State University of New York,R_91YlKuPG1inHaU4_Does CEO Political Ideology Shape Advertising Spend Allocation The Moderating Roles of Executive Characteristics and Firm Performance.pdf,R_91YlKuPG1inHaU4
P059,When Hostility Fuels Cooperation: National Animosity and Multinational Firms’ Use of CSR Strategic Alliances,https://www.dropbox.com/scl/fi/xyynh1itaxt6qq3a3u5wp/R_9n8IVT3C8wFhk7t_When-Hostility-Fuels-Cooperation-2C-National-Animosity-and-Multinational-Firms-Use-of-CSR-Strategic-Alliances.pdf?rlkey=5j4t04hn402ntbrcamlb03xqg&dl=0,National animosity; CSR alliances; Geopolitical risk; Visibility,"Cross-border alliances are typically understood as fragile under conditions of political hostility. Challenging this view, we develop a signaling-based theory of how multinational corporations (MNCs) strategically adapt alliance portfolios in response to national animosity. We argue that national animosity heightens MNCs’ reputational vulnerability and impression-management pressures, motivating firms to form CSR strategic alliances as observable, partner-endorsed signals of social responsibility in host countries. We further theorize that this tendency is amplified when host-country geopolitical risk politicizes stakeholder evaluations and when firm visibility magnifies reputational spillovers. Analyses of U.S. MNCs operating across host countries support these arguments. Our study reconceptualizes hostility not only as a constraint on collaboration but also as a condition that reshapes firms’ alliance choices toward credibility-enhancing governance forms.","Jiawen MA, Jian HU",Hong Kong Metropolitan University; Singapore Management University,R_9n8IVT3C8wFhk7t_When Hostility Fuels Cooperation%2C National Animosity and Multinational Firms’ Use of CSR Strategic Alliances.pdf,R_9n8IVT3C8wFhk7t
P060,Beyond Pecuniary Incentives: How Openness-Preserving IPR Shapes Cumulative Innovation,https://www.dropbox.com/scl/fi/h7xb9zlx7g8jvfi3t7zrn/R_9nfO5YEMcjZMdmp_Beyond-Pecuniary-Incentives-How-Openness-Preserving-IPR-Shapes-Cumulative-Innovation.pdf?rlkey=byacg1p8v0008juffau2ivxoc&dl=0,"intellectual property rights, cumulative innovation, open source, intrinsic motivation","A central assumption in innovation policy is that stronger intellectual property rights (IPR) hinder cumulative innovation. This view, however, largely rests on the premise that innovators are primarily extrinsically motivated. We challenge this assumption by examining how IPR affects cumulative innovation when contributors are intrinsically motivated and when IPR is designed to preserve openness. Using a quasi-natural experiment from a landmark lawsuit, we implement a difference-in-differences analysis on GitHub repositories. We find that strengthened copyleft enforcement increases both the quantity and novelty of external follow-on innovations. We further find that a stronger openness-preserving IPR regime can amplify the use of available knowledge in cumulative innovation. Our findings extend the dominant IPR framework built around rent maximizing agents and exclusion rights by highlighting how the impact of IPR depends on what is being protected and on the motivations driving those who contribute to follow-on innovation.","Jiahua SUN, Nianchen HAN, Shaoqin TANG, Liang CHEN",Singapore Management University; Nanyang Technological University; University of Colorado Boulder,R_9nfO5YEMcjZMdmp_Beyond Pecuniary Incentives How Openness-Preserving IPR Shapes Cumulative Innovation.pdf,R_9nfO5YEMcjZMdmp
